"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"29/11/2017","8.775","8.700","8.825","8.700","11,11M","1,15%"
"30/11/2017","8.450","8.825","8.875","8.450","14,95M","-3,70%"
"04/12/2017","8.750","8.600","8.875","8.600","5,19M","3,55%"
"05/12/2017","8.650","8.750","8.900","8.650","2,87M","-1,14%"
"06/12/2017","8.850","8.700","8.900","8.625","2,96M","2,31%"
"07/12/2017","8.675","8.850","8.950","8.675","3,18M","-1,98%"
"08/12/2017","8.775","8.700","8.850","8.700","1,30M","1,15%"
"11/12/2017","8.700","8.775","8.900","8.700","1,58M","-0,85%"
"12/12/2017","8.800","8.725","8.825","8.725","2,02M","1,15%"
"13/12/2017","8.775","8.800","8.850","8.750","2,72M","-0,28%"
"14/12/2017","8.800","8.850","8.850","8.700","4,39M","0,28%"
"15/12/2017","8.725","8.800","8.800","8.600","11,59M","-0,85%"
"18/12/2017","8.925","8.725","8.925","8.675","3,68M","2,29%"
"19/12/2017","8.875","8.925","8.975","8.775","2,93M","-0,56%"
"20/12/2017","8.925","8.850","8.925","8.725","3,56M","0,56%"
"21/12/2017","9.075","8.950","9.125","8.925","10,57M","1,68%"
"22/12/2017","9.000","9.075","9.150","8.850","3,19M","-0,83%"
"27/12/2017","9.000","9.000","9.100","8.875","2,36M","0,00%"
"28/12/2017","8.900","9.000","9.000","8.750","6,81M","-1,11%"
"29/12/2017","8.900","8.900","9.000","8.875","5,18M","0,00%"
"02/01/2018","9.100","8.750","9.275","8.750","5,60M","2,25%"
"03/01/2018","9.100","9.075","9.100","8.825","4,37M","0,00%"
"04/01/2018","9.125","9.100","9.125","8.925","2,86M","0,27%"
"05/01/2018","9.275","9.125","9.275","9.000","1,81M","1,64%"
"08/01/2018","9.000","9.275","9.275","8.875","8,83M","-2,96%"
"09/01/2018","8.875","9.025","9.025","8.825","8,10M","-1,39%"
"10/01/2018","8.725","8.875","8.925","8.675","23,83M","-1,69%"
"11/01/2018","8.725","8.675","8.775","8.625","13,58M","0,00%"
"12/01/2018","8.850","8.750","8.875","8.750","6,19M","1,43%"
"15/01/2018","8.850","8.900","8.900","8.725","3,71M","0,00%"
"16/01/2018","8.850","8.900","8.900","8.775","10,67M","0,00%"
"17/01/2018","8.875","8.850","8.925","8.800","8,57M","0,28%"
"18/01/2018","8.875","8.875","8.925","8.825","7,10M","0,00%"
"19/01/2018","8.700","8.900","8.900","8.575","18,33M","-1,97%"
"22/01/2018","8.700","8.700","8.725","8.650","14,07M","0,00%"
"23/01/2018","8.850","8.800","8.850","8.725","7,79M","1,72%"
"24/01/2018","8.850","8.875","8.875","8.775","12,68M","0,00%"
"25/01/2018","8.825","8.850","8.875","8.800","7,48M","-0,28%"
"26/01/2018","8.825","8.825","8.850","8.775","3,11M","0,00%"
"29/01/2018","8.875","8.825","8.875","8.775","3,69M","0,57%"
"30/01/2018","8.700","8.875","8.875","8.700","10,28M","-1,97%"
"31/01/2018","8.725","8.675","8.750","8.675","7,41M","0,29%"
"01/02/2018","8.700","8.825","8.825","8.700","3,02M","-0,29%"
"02/02/2018","8.800","8.800","8.875","8.750","6,08M","1,15%"
"05/02/2018","8.750","8.700","8.800","8.675","3,37M","-0,57%"
"06/02/2018","8.750","8.700","8.800","8.675","6,98M","0,00%"
"07/02/2018","8.825","8.750","8.825","8.750","3,05M","0,86%"
"08/02/2018","8.950","8.825","8.950","8.750","6,70M","1,42%"
"09/02/2018","8.925","8.750","8.950","8.750","3,00M","-0,28%"
"12/02/2018","8.900","8.925","8.950","8.875","4,22M","-0,28%"
"13/02/2018","8.900","8.900","8.925","8.875","2,29M","0,00%"
"14/02/2018","8.950","8.850","8.950","8.850","1,15M","0,56%"
"15/02/2018","8.975","8.950","9.000","8.950","4,89M","0,28%"
"19/02/2018","9.100","9.000","9.100","8.975","2,25M","1,39%"
"20/02/2018","8.875","9.075","9.075","8.825","4,42M","-2,47%"
"21/02/2018","8.825","8.900","8.900","8.775","3,62M","-0,56%"
"22/02/2018","8.900","8.875","8.900","8.800","3,90M","0,85%"
"23/02/2018","8.925","8.750","9.050","8.750","5,07M","0,28%"
"26/02/2018","8.925","8.925","8.975","8.850","2,99M","0,00%"
"27/02/2018","9.000","8.975","9.000","8.900","3,03M","0,84%"
"28/02/2018","8.975","9.000","9.050","8.900","3,18M","-0,28%"
"01/03/2018","9.000","8.975","9.100","8.925","3,39M","0,28%"
"02/03/2018","9.100","9.025","9.100","8.975","2,12M","1,11%"
"05/03/2018","9.000","9.100","9.125","9.000","3,15M","-1,10%"
"06/03/2018","8.925","9.100","9.100","8.825","2,27M","-0,83%"
"07/03/2018","8.725","8.925","8.950","8.725","2,87M","-2,24%"
"08/03/2018","8.800","8.875","8.900","8.725","3,33M","0,86%"
"09/03/2018","9.000","8.875","9.000","8.775","1,05M","2,27%"
"12/03/2018","9.100","9.000","9.100","8.825","3,02M","1,11%"
"13/03/2018","8.725","9.100","9.150","8.725","4,53M","-4,12%"
"14/03/2018","8.700","8.775","8.800","8.625","1,90M","-0,29%"
"15/03/2018","8.625","8.700","8.725","8.600","8,42M","-0,86%"
"16/03/2018","8.750","8.600","8.800","8.550","6,03M","1,45%"
"19/03/2018","8.825","8.775","9.000","8.700","1,87M","0,86%"
"20/03/2018","8.575","8.800","8.825","8.500","2,73M","-2,83%"
"21/03/2018","8.600","8.625","8.675","8.550","2,59M","0,29%"
"22/03/2018","8.750","8.675","8.775","8.575","2,26M","1,74%"
"23/03/2018","8.700","8.550","8.700","8.400","2,75M","-0,57%"
"26/03/2018","8.550","8.650","8.700","8.550","3,24M","-1,72%"
"27/03/2018","8.375","8.625","8.675","8.350","4,03M","-2,05%"
"28/03/2018","8.475","8.425","8.500","8.350","1,89M","1,19%"
"29/03/2018","8.275","8.475","8.475","8.200","5,21M","-2,36%"
"02/04/2018","8.350","8.300","8.375","8.250","1,38M","0,91%"
"03/04/2018","8.200","8.300","8.300","8.150","8,65M","-1,80%"
"04/04/2018","8.150","8.200","8.325","8.075","3,33M","-0,61%"
"05/04/2018","8.200","8.150","8.300","8.150","1,34M","0,61%"
"06/04/2018","8.175","8.325","8.325","8.125","1,37M","-0,30%"
"09/04/2018","8.275","8.050","8.300","8.050","3,15M","1,22%"
"10/04/2018","8.425","8.275","8.425","8.275","4,88M","1,81%"
"11/04/2018","8.400","8.450","8.500","8.325","2,94M","-0,30%"
"12/04/2018","8.350","8.425","8.425","8.275","3,60M","-0,60%"
"13/04/2018","8.350","8.375","8.400","8.325","3,51M","0,00%"
"16/04/2018","8.375","8.400","8.400","8.250","454,40K","0,30%"
"17/04/2018","8.425","8.400","8.425","8.300","1,72M","0,60%"
"18/04/2018","8.325","8.425","8.425","8.275","1,85M","-1,19%"
"19/04/2018","8.350","8.325","8.400","8.200","4,56M","0,30%"
"20/04/2018","8.400","8.350","8.400","8.300","1,48M","0,60%"
"23/04/2018","8.375","8.300","8.375","8.275","2,15M","-0,30%"
"24/04/2018","8.350","8.375","8.375","8.250","2,62M","-0,30%"
"25/04/2018","8.200","8.350","8.375","8.175","1,14M","-1,80%"
"26/04/2018","8.050","8.200","8.200","7.900","4,10M","-1,83%"
"27/04/2018","8.175","8.100","8.200","8.075","2,11M","1,55%"
"30/04/2018","8.675","8.200","8.800","8.200","8,32M","6,12%"
"02/05/2018","8.700","8.650","8.725","8.500","3,34M","0,29%"
"03/05/2018","8.200","8.450","8.650","8.175","3,01M","-5,75%"
"04/05/2018","8.200","8.100","8.300","8.050","2,15M","0,00%"
"07/05/2018","8.575","8.200","8.700","8.200","3,36M","4,57%"
"08/05/2018","8.450","8.625","8.625","8.325","3,36M","-1,46%"
"09/05/2018","8.475","8.200","8.650","8.125","2,74M","0,30%"
"11/05/2018","8.375","8.300","8.450","8.300","5,24M","-1,18%"
"14/05/2018","8.350","8.300","8.375","8.225","1,67M","-0,30%"
"15/05/2018","8.200","8.350","8.375","8.150","3,06M","-1,80%"
"16/05/2018","8.300","8.000","8.400","7.975","7,73M","1,22%"
"17/05/2018","8.175","8.300","8.375","8.150","2,96M","-1,51%"
"18/05/2018","8.000","8.050","8.225","8.000","2,64M","-2,14%"
"21/05/2018","8.000","8.025","8.075","7.900","1,10M","0,00%"
"22/05/2018","8.100","8.150","8.200","8.025","2,17M","1,25%"
"23/05/2018","8.025","8.100","8.175","8.025","3,67M","-0,93%"
"24/05/2018","8.250","8.050","8.450","8.050","4,32M","2,80%"
"25/05/2018","8.300","8.250","8.450","8.225","2,59M","0,61%"
"28/05/2018","8.625","8.300","8.825","8.300","4,99M","3,92%"
"30/05/2018","8.500","8.600","8.700","8.400","5,82M","-1,45%"
"31/05/2018","8.700","8.500","8.700","8.425","12,84M","2,35%"
"04/06/2018","8.675","8.700","8.700","8.450","3,10M","-0,29%"
"05/06/2018","8.775","8.700","8.775","8.525","5,75M","1,15%"
"06/06/2018","8.850","8.775","8.850","8.625","2,11M","0,85%"
"07/06/2018","9.000","8.850","9.000","8.800","3,60M","1,69%"
"08/06/2018","8.850","8.800","9.000","8.700","7,81M","-1,67%"
"20/06/2018","8.600","8.550","8.875","8.475","6,16M","-2,82%"
"21/06/2018","8.250","8.550","8.800","8.150","6,58M","-4,07%"
"22/06/2018","8.400","8.200","8.550","8.200","6,81M","1,82%"
"25/06/2018","8.750","8.575","8.900","8.300","3,34M","4,17%"
"26/06/2018","8.800","8.750","8.900","8.450","4,18M","0,57%"
"27/06/2018","8.575","8.875","8.900","8.575","3,19M","-2,56%"
"28/06/2018","8.525","8.475","8.675","8.275","2,85M","-0,58%"
"29/06/2018","8.850","8.525","8.850","8.525","6,14M","3,81%"
"02/07/2018","8.875","8.900","8.950","8.650","1,55M","0,28%"
"03/07/2018","8.825","8.875","8.900","8.450","1,89M","-0,56%"
"04/07/2018","9.075","8.800","9.075","8.600","3,17M","2,83%"
"05/07/2018","8.900","9.075","9.075","8.800","3,36M","-1,93%"
"06/07/2018","8.700","9.000","9.000","8.700","1,34M","-2,25%"
"09/07/2018","8.775","8.625","8.800","8.575","1,40M","0,86%"
"10/07/2018","8.900","8.875","8.900","8.650","2,34M","1,42%"
"11/07/2018","8.800","8.900","8.900","8.675","2,45M","-1,12%"
"12/07/2018","8.825","8.675","8.875","8.675","1,99M","0,28%"
"13/07/2018","8.875","8.675","8.875","8.675","2,20M","0,57%"
"16/07/2018","8.825","8.875","8.875","8.550","1,89M","-0,56%"
"17/07/2018","8.675","8.700","8.775","8.675","799,60K","-1,70%"
"18/07/2018","8.650","8.675","8.775","8.575","2,43M","-0,29%"
"19/07/2018","8.600","8.700","8.750","8.600","1,26M","-0,58%"
"20/07/2018","8.600","8.700","8.700","8.600","1,01M","0,00%"
"23/07/2018","8.675","8.600","8.675","8.600","516,10K","0,87%"
"24/07/2018","8.675","8.675","8.700","8.575","2,25M","0,00%"
"25/07/2018","8.550","8.675","8.675","8.550","2,79M","-1,44%"
"26/07/2018","8.650","8.550","8.650","8.550","2,19M","1,17%"
"27/07/2018","8.600","8.650","8.725","8.575","1,49M","-0,58%"
"30/07/2018","8.775","8.700","8.800","8.650","2,70M","2,03%"
"31/07/2018","8.725","8.800","8.800","8.625","2,07M","-0,57%"
"01/08/2018","8.725","8.800","8.800","8.700","1,52M","0,00%"
"02/08/2018","8.775","8.775","8.800","8.675","758,40K","0,57%"
"03/08/2018","8.775","8.775","8.775","8.675","2,00M","0,00%"
"06/08/2018","9.000","8.775","9.000","8.700","5,03M","2,56%"
"07/08/2018","9.000","9.000","9.050","8.900","3,08M","0,00%"
"08/08/2018","8.950","9.000","9.000","8.750","22,17M","-0,56%"
"09/08/2018","8.975","8.950","9.000","8.775","7,34M","0,28%"
"10/08/2018","8.975","8.975","9.000","8.900","1,97M","0,00%"
"13/08/2018","8.550","8.875","9.000","8.550","2,54M","-4,74%"
"14/08/2018","8.200","8.550","8.650","8.150","7,14M","-4,09%"
"15/08/2018","8.550","8.325","8.575","8.175","5,69M","4,27%"
"16/08/2018","8.650","8.300","8.675","8.300","3,22M","1,17%"
"20/08/2018","8.600","8.675","8.750","8.600","1,95M","-0,58%"
"21/08/2018","8.800","8.600","8.800","8.600","1,41M","2,33%"
"23/08/2018","8.925","8.800","8.925","8.675","2,50M","1,42%"
"24/08/2018","8.875","8.775","8.875","8.775","1,50M","-0,56%"
"27/08/2018","8.800","8.875","8.900","8.750","1,60M","-0,85%"
"28/08/2018","8.625","8.800","8.900","8.625","3,58M","-1,99%"
"29/08/2018","8.825","8.625","8.850","8.625","5,06M","2,32%"
"30/08/2018","8.800","8.850","8.900","8.725","2,88M","-0,28%"
"31/08/2018","8.675","8.850","8.900","8.575","6,45M","-1,42%"
"03/09/2018","8.700","8.775","8.775","8.675","2,37M","0,29%"
"04/09/2018","8.650","8.775","8.800","8.625","3,43M","-0,57%"
"05/09/2018","8.400","8.625","8.625","8.325","3,22M","-2,89%"
"06/09/2018","8.650","8.350","8.750","8.350","3,73M","2,98%"
"07/09/2018","8.850","8.700","8.850","8.550","4,02M","2,31%"
"10/09/2018","8.900","8.850","8.950","8.650","2,13M","0,56%"
"12/09/2018","8.875","8.900","8.950","8.725","3,26M","-0,28%"
"13/09/2018","8.850","8.900","8.975","8.750","1,08M","-0,28%"
"14/09/2018","8.925","8.875","8.950","8.825","2,55M","0,85%"
"17/09/2018","8.825","8.950","8.950","8.800","2,27M","-1,12%"
"18/09/2018","8.775","8.900","8.900","8.650","1,79M","-0,57%"
"19/09/2018","8.725","8.875","8.875","8.675","2,29M","-0,57%"
"20/09/2018","8.850","8.775","8.850","8.775","1,87M","1,43%"
"21/09/2018","8.950","8.900","8.950","8.800","3,61M","1,13%"
"24/09/2018","8.800","8.900","8.900","8.675","1,02M","-1,68%"
"25/09/2018","8.850","8.700","8.850","8.700","707,90K","0,57%"
"26/09/2018","8.600","8.700","8.825","8.600","1,98M","-2,82%"
"27/09/2018","8.825","8.725","8.850","8.700","2,38M","2,62%"
"28/09/2018","8.825","8.800","8.850","8.775","10,59M","0,00%"
"01/10/2018","8.825","8.800","8.925","8.800","2,30M","0,00%"
"02/10/2018","8.950","8.825","8.975","8.825","2,33M","1,42%"
"03/10/2018","8.825","8.950","8.950","8.775","1,46M","-1,40%"
"04/10/2018","8.825","8.800","8.925","8.750","8,67M","0,00%"
"05/10/2018","8.800","8.825","8.875","8.725","3,27M","-0,28%"
"08/10/2018","8.825","8.800","8.850","8.775","6,19M","0,28%"
"09/10/2018","8.875","8.850","8.900","8.750","2,33M","0,57%"
"10/10/2018","8.625","8.850","8.875","8.625","4,22M","-2,82%"
"11/10/2018","8.575","8.750","8.775","8.500","2,26M","-0,58%"
"12/10/2018","8.725","8.700","8.800","8.600","2,61M","1,75%"
"15/10/2018","8.725","8.725","8.750","8.675","1,85M","0,00%"
"16/10/2018","8.750","8.700","8.775","8.700","1,27M","0,29%"
"17/10/2018","8.800","8.800","8.800","8.725","3,14M","0,57%"
"18/10/2018","8.850","8.850","8.850","8.750","708,70K","0,57%"
"19/10/2018","8.775","8.750","8.850","8.750","1,05M","-0,85%"
"22/10/2018","8.750","8.775","8.800","8.725","4,28M","-0,28%"
"23/10/2018","8.750","8.675","8.800","8.675","6,62M","0,00%"
"24/10/2018","8.750","8.800","8.800","8.725","4,66M","0,00%"
"25/10/2018","8.775","8.500","8.800","8.500","2,65M","0,29%"
"26/10/2018","8.775","8.650","8.800","8.650","2,89M","0,00%"
"29/10/2018","8.800","8.850","8.850","8.750","2,50M","0,28%"
"30/10/2018","8.650","8.650","8.800","8.600","6,59M","-1,70%"
"31/10/2018","8.925","8.700","9.050","8.700","17,39M","3,18%"
"01/11/2018","8.925","8.975","9.025","8.875","4,46M","0,00%"
"02/11/2018","8.925","9.025","9.025","8.875","7,02M","0,00%"
"05/11/2018","8.975","8.950","9.000","8.925","4,03M","0,56%"
"06/11/2018","8.900","9.000","9.000","8.825","3,14M","-0,84%"
"07/11/2018","8.725","8.950","8.975","8.675","6,28M","-1,97%"
"08/11/2018","8.750","8.825","8.825","8.700","5,85M","0,29%"
"09/11/2018","8.575","8.750","8.750","8.475","8,60M","-2,00%"
"12/11/2018","8.425","8.525","8.600","8.300","4,51M","-1,75%"
"13/11/2018","8.550","8.400","8.675","8.325","2,44M","1,48%"
"14/11/2018","8.700","8.550","8.700","8.550","1,72M","1,75%"
"15/11/2018","8.725","8.700","8.775","8.675","3,11M","0,29%"
"16/11/2018","8.775","8.775","8.800","8.700","3,50M","0,57%"
"19/11/2018","8.775","8.800","8.800","8.650","3,05M","0,00%"
"21/11/2018","8.850","8.750","8.875","8.700","8,27M","0,85%"
"22/11/2018","8.950","8.875","8.950","8.850","7,28M","1,13%"
"23/11/2018","8.925","8.975","9.000","8.875","2,86M","-0,28%"
"26/11/2018","8.900","8.975","8.975","8.850","3,16M","-0,28%"
"27/11/2018","8.950","8.925","8.975","8.875","3,75M","0,56%"
"28/11/2018","9.000","8.975","9.000","8.950","3,25M","0,56%"
"29/11/2018","9.700","9.025","9.700","9.025","24,08M","7,78%"
"30/11/2018","9.850","9.700","9.875","9.675","18,51M","1,55%"
"03/12/2018","9.625","9.975","9.975","9.625","3,88M","-2,28%"
"04/12/2018","9.750","9.450","9.750","9.450","5,13M","1,30%"
"05/12/2018","9.750","9.650","9.750","9.450","2,96M","0,00%"
"06/12/2018","9.700","9.750","9.750","9.550","4,12M","-0,51%"
"07/12/2018","9.700","9.600","9.775","9.600","8,74M","0,00%"
"10/12/2018","9.725","9.650","9.750","9.550","1,20M","0,26%"
"11/12/2018","9.700","9.725","9.750","9.650","2,85M","-0,26%"
"12/12/2018","9.675","9.775","9.800","9.550","6,88M","-0,26%"
"13/12/2018","9.825","9.800","9.950","9.650","11,80M","1,55%"
"14/12/2018","10.100","9.900","10.325","9.900","14,59M","2,80%"
"17/12/2018","10.125","10.200","10.250","10.000","5,97M","0,25%"
"18/12/2018","10.050","10.050","10.225","10.025","8,96M","-0,74%"
"19/12/2018","10.200","10.100","10.225","10.025","5,85M","1,49%"
"20/12/2018","10.475","10.200","10.500","10.150","24,27M","2,70%"
"21/12/2018","10.525","10.250","10.525","10.250","7,63M","0,48%"
"26/12/2018","10.250","10.550","10.550","10.125","3,28M","-2,61%"
"27/12/2018","10.700","10.400","10.725","10.400","6,17M","4,39%"
"28/12/2018","10.450","10.700","10.825","10.450","6,87M","-2,34%"
